_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
2337,2015,July,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,779,9052
2338,2015,July,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,35228,804262
2339,2015,July,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,7,29
2340,2015,July,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,165947,6274096
2341,2015,July,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,1825,2087310
2342,2015,July,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,14015,452294
2343,2015,July,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,135,131017
2344,2015,July,QLD,Cardiovascular System,Normal Arrangements PBS,1107827,19304758
2345,2015,July,QLD,Cardiovascular System,Special Arrangements PBS,230,670594
2346,2015,July,QLD,Cardiovascular System,Normal Arrangements RPBS,66611,1070206
2347,2015,July,QLD,Cardiovascular System,Special Arrangements RPBS,8,24868
2348,2015,July,QLD,Dermatologicals,Normal Arrangements PBS,41801,933495
2349,2015,July,QLD,Dermatologicals,Normal Arrangements RPBS,3969,87326
2350,2015,July,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,58775,2596833
2351,2015,July,QLD,Genito Urinary System and Sex Hormones,Special Arrangements PBS,457,387337
2352,2015,July,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4209,227453
2353,2015,July,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,64406,1179257
2354,2015,July,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,473,766670
2355,2015,July,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2916,46931
2356,2015,July,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,25,41914
2357,2015,July,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,283414,5823016
2358,2015,July,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,2002,2402516
2359,2015,July,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11621,163011
2360,2015,July,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,21,32238
2361,2015,July,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,54203,37370989
2362,2015,July,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,4703,8081183
2363,2015,July,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1777,1094362
2364,2015,July,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,86,223620
2365,2015,July,QLD,Musculo-Skeletal System,Normal Arrangements PBS,143388,4752567
2366,2015,July,QLD,Musculo-Skeletal System,Special Arrangements PBS,1004,383611
2367,2015,July,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,8507,298516
2368,2015,July,QLD,Musculo-Skeletal System,Special Arrangements RPBS,47,18089
2369,2015,July,QLD,Nervous System,Normal Arrangements PBS,910418,25180072
2370,2015,July,QLD,Nervous System,Special Arrangements PBS,3710,481237
2371,2015,July,QLD,Nervous System,Normal Arrangements RPBS,54900,1189145
2372,2015,July,QLD,Nervous System,Special Arrangements RPBS,7,18761
2373,2015,July,QLD,Anti-Parasitic Products,Normal Arrangements PBS,2045,54087
2374,2015,July,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,80,2496
2375,2015,July,QLD,Respiratory System,Normal Arrangements PBS,219560,10138887
2376,2015,July,QLD,Respiratory System,Special Arrangements PBS,157,336168
2377,2015,July,QLD,Respiratory System,Normal Arrangements RPBS,10980,505955
2378,2015,July,QLD,Respiratory System,Special Arrangements RPBS,1,2354
2379,2015,July,QLD,Sensory Organs,Normal Arrangements PBS,130182,7865412
2380,2015,July,QLD,Sensory Organs,Normal Arrangements RPBS,12422,1047632
2381,2015,July,QLD,Various +,Normal Arrangements PBS,7221,1128772
2382,2015,July,QLD,Various +,Special Arrangements PBS,313,366336
2383,2015,July,QLD,Various +,Normal Arrangements RPBS,932,62233
2384,2015,July,QLD,Various +,Special Arrangements RPBS,9,18582
2385,2015,July,QLD,Other ++,Normal Arrangements PBS,2686,30154
2386,2015,July,QLD,Other ++,Normal Arrangements RPBS,22395,633882
2387,2015,July,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,212533,6424097
2388,2015,July,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,282,7928
2389,2015,July,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,9892,207671
2390,2015,July,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,4,113
2391,2015,July,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,70647,2506257
2392,2015,July,SA,Blood and Blood Forming Organs,Special Arrangements PBS,585,729468
2393,2015,July,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4471,120324
2394,2015,July,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,26,19476
2395,2015,July,SA,Cardiovascular System,Normal Arrangements PBS,463123,8028137
2396,2015,July,SA,Cardiovascular System,Special Arrangements PBS,115,353128
2397,2015,July,SA,Cardiovascular System,Normal Arrangements RPBS,19517,299844
2398,2015,July,SA,Dermatologicals,Normal Arrangements PBS,19370,411258
2399,2015,July,SA,Dermatologicals,Normal Arrangements RPBS,1011,22695
2400,2015,July,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,26282,981374
2401,2015,July,SA,Genito Urinary System and Sex Hormones,Special Arrangements PBS,218,149382
2402,2015,July,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1046,55275
2403,2015,July,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,25601,583534
2404,2015,July,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,230,417449
2405,2015,July,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,846,12512
2406,2015,July,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,12175
2407,2015,July,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,99853,2127786
2408,2015,July,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,468,487820
2409,2015,July,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2997,33815
2410,2015,July,SA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,4,6984
2411,2015,July,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,21972,15801679
2412,2015,July,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1953,3473283
2413,2015,July,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,435,250414
2414,2015,July,SA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,20,48254
2415,2015,July,SA,Musculo-Skeletal System,Normal Arrangements PBS,55121,1815168
2416,2015,July,SA,Musculo-Skeletal System,Special Arrangements PBS,165,56054
2417,2015,July,SA,Musculo-Skeletal System,Normal Arrangements RPBS,2298,85836
2418,2015,July,SA,Musculo-Skeletal System,Special Arrangements RPBS,7,1829
2419,2015,July,SA,Nervous System,Normal Arrangements PBS,356457,9544966
2420,2015,July,SA,Nervous System,Special Arrangements PBS,309,50287
2421,2015,July,SA,Nervous System,Normal Arrangements RPBS,15451,317223
2422,2015,July,SA,Nervous System,Special Arrangements RPBS,5,7311
2423,2015,July,SA,Anti-Parasitic Products,Normal Arrangements PBS,573,9779
2424,2015,July,SA,Anti-Parasitic Products,Normal Arrangements RPBS,21,347
2425,2015,July,SA,Respiratory System,Normal Arrangements PBS,84120,3415505
2426,2015,July,SA,Respiratory System,Special Arrangements PBS,33,76499
2427,2015,July,SA,Respiratory System,Normal Arrangements RPBS,3027,130028
2428,2015,July,SA,Sensory Organs,Normal Arrangements PBS,46471,1680325
2429,2015,July,SA,Sensory Organs,Normal Arrangements RPBS,3371,137035
2430,2015,July,SA,Various +,Normal Arrangements PBS,2298,345212
2431,2015,July,SA,Various +,Special Arrangements PBS,92,168552
2432,2015,July,SA,Various +,Normal Arrangements RPBS,163,13252
2433,2015,July,SA,Various +,Special Arrangements RPBS,2,3305
2434,2015,July,SA,Other ++,Normal Arrangements PBS,695,11007
2435,2015,July,SA,Other ++,Normal Arrangements RPBS,4474,128645
2436,2015,July,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,258290,7763244
2437,2015,July,WA,Alimentary Tract and Metabolism,Special Arrangements PBS,315,8476
2438,2015,July,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,13161,261605
2439,2015,July,WA,Alimentary Tract and Metabolism,Special Arrangements RPBS,2,57
2440,2015,July,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,82325,3371726
2441,2015,July,WA,Blood and Blood Forming Organs,Special Arrangements PBS,886,1148138
2442,2015,July,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,5096,149356
2443,2015,July,WA,Blood and Blood Forming Organs,Special Arrangements RPBS,37,46196
2444,2015,July,WA,Cardiovascular System,Normal Arrangements PBS,529565,8708982
2445,2015,July,WA,Cardiovascular System,Special Arrangements PBS,107,274857
2446,2015,July,WA,Cardiovascular System,Normal Arrangements RPBS,24127,358631
2447,2015,July,WA,Cardiovascular System,Special Arrangements RPBS,4,7412
2448,2015,July,WA,Dermatologicals,Normal Arrangements PBS,22399,522626
2449,2015,July,WA,Dermatologicals,Normal Arrangements RPBS,1319,27925
2450,2015,July,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,28536,1294200
2451,2015,July,WA,Genito Urinary System and Sex Hormones,Special Arrangements PBS,120,111520
2452,2015,July,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1696,91953
2453,2015,July,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,28284,572647
2454,2015,July,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,241,441730
2455,2015,July,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1068,14162
2456,2015,July,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,2,3621
2457,2015,July,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,115850,2480551
2458,2015,July,WA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1024,1087975
2459,2015,July,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,4187,59743
2460,2015,July,WA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,6,6098
2461,2015,July,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,31937,24841002
2462,2015,July,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3439,5024984
2463,2015,July,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,723,638733
2464,2015,July,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,26,49253
2465,2015,July,WA,Musculo-Skeletal System,Normal Arrangements PBS,64734,2162256
2466,2015,July,WA,Musculo-Skeletal System,Special Arrangements PBS,239,106170
2467,2015,July,WA,Musculo-Skeletal System,Normal Arrangements RPBS,2992,110053
2468,2015,July,WA,Musculo-Skeletal System,Special Arrangements RPBS,10,3972
2469,2015,July,WA,Nervous System,Normal Arrangements PBS,437425,11736384
2470,2015,July,WA,Nervous System,Special Arrangements PBS,2116,160633
2471,2015,July,WA,Nervous System,Normal Arrangements RPBS,19146,376756
2472,2015,July,WA,Nervous System,Special Arrangements RPBS,7,27193
2473,2015,July,WA,Anti-Parasitic Products,Normal Arrangements PBS,742,18288
2474,2015,July,WA,Anti-Parasitic Products,Normal Arrangements RPBS,18,360
2475,2015,July,WA,Respiratory System,Normal Arrangements PBS,90082,3990777
2476,2015,July,WA,Respiratory System,Special Arrangements PBS,50,92221
2477,2015,July,WA,Respiratory System,Normal Arrangements RPBS,3303,149978
2478,2015,July,WA,Sensory Organs,Normal Arrangements PBS,63198,3668876
2479,2015,July,WA,Sensory Organs,Normal Arrangements RPBS,4681,347836
2480,2015,July,WA,Various +,Normal Arrangements PBS,2320,383585
2481,2015,July,WA,Various +,Special Arrangements PBS,121,159219
2482,2015,July,WA,Various +,Normal Arrangements RPBS,140,8099
2483,2015,July,WA,Various +,Special Arrangements RPBS,1,5647
2484,2015,July,WA,Other ++,Normal Arrangements PBS,969,13589
2485,2015,July,WA,Other ++,Normal Arrangements RPBS,7542,226465
2486,2015,July,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,78960,2430843
2487,2015,July,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,4486,100767
2488,2015,July,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,20899,837625
2489,2015,July,TAS,Blood and Blood Forming Organs,Special Arrangements PBS,188,258931
2490,2015,July,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,1620,49597
2491,2015,July,TAS,Blood and Blood Forming Organs,Special Arrangements RPBS,9,6963
2492,2015,July,TAS,Cardiovascular System,Normal Arrangements PBS,161425,2853055
2493,2015,July,TAS,Cardiovascular System,Special Arrangements PBS,112,313882
2494,2015,July,TAS,Cardiovascular System,Normal Arrangements RPBS,8260,120376
2495,2015,July,TAS,Cardiovascular System,Special Arrangements RPBS,3,8752
2496,2015,July,TAS,Dermatologicals,Normal Arrangements PBS,7575,181703
2497,2015,July,TAS,Dermatologicals,Normal Arrangements RPBS,413,8639
2498,2015,July,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,8977,338307
2499,2015,July,TAS,Genito Urinary System and Sex Hormones,Special Arrangements PBS,49,32287
2500,2015,July,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,335,15176
2501,2015,July,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,10491,169523
2502,2015,July,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,83,130773
2503,2015,July,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,488,6572
2504,2015,July,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,402
2505,2015,July,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,32542,520922
2506,2015,July,TAS,General Anti-Infectives for Systemic Use,Special Arrangements PBS,181,201960
2507,2015,July,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1373,15611
2508,2015,July,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,10184,6772079
2509,2015,July,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,891,1529122
2510,2015,July,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,189,98246
2511,2015,July,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,5,6201
2512,2015,July,TAS,Musculo-Skeletal System,Normal Arrangements PBS,18292,584083
2513,2015,July,TAS,Musculo-Skeletal System,Special Arrangements PBS,138,60928
2514,2015,July,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,872,31961
2515,2015,July,TAS,Musculo-Skeletal System,Special Arrangements RPBS,4,1801
2516,2015,July,TAS,Nervous System,Normal Arrangements PBS,138266,3544905
2517,2015,July,TAS,Nervous System,Special Arrangements PBS,490,38741
2518,2015,July,TAS,Nervous System,Normal Arrangements RPBS,6754,137829
2519,2015,July,TAS,Anti-Parasitic Products,Normal Arrangements PBS,195,4195
2520,2015,July,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,4,56
2521,2015,July,TAS,Respiratory System,Normal Arrangements PBS,31303,1345662
2522,2015,July,TAS,Respiratory System,Special Arrangements PBS,25,56456
2523,2015,July,TAS,Respiratory System,Normal Arrangements RPBS,1242,54692
2524,2015,July,TAS,Sensory Organs,Normal Arrangements PBS,17280,1713482
2525,2015,July,TAS,Sensory Organs,Normal Arrangements RPBS,1579,272148
2526,2015,July,TAS,Various +,Normal Arrangements PBS,688,96949
2527,2015,July,TAS,Various +,Special Arrangements PBS,17,12823
2528,2015,July,TAS,Various +,Normal Arrangements RPBS,95,7242
2529,2015,July,TAS,Various +,Special Arrangements RPBS,1,1883
2530,2015,July,TAS,Other ++,Normal Arrangements PBS,277,4008
2531,2015,July,TAS,Other ++,Normal Arrangements RPBS,3117,82790
2532,2015,July,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,32409,1091380
2533,2015,July,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,2608,58092
2534,2015,July,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,11043,442158
2535,2015,July,ACT,Blood and Blood Forming Organs,Special Arrangements PBS,76,93956
2536,2015,July,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,1160,39050
2537,2015,July,ACT,Blood and Blood Forming Organs,Special Arrangements RPBS,6,5473
2538,2015,July,ACT,Cardiovascular System,Normal Arrangements PBS,64954,1076736
2539,2015,July,ACT,Cardiovascular System,Special Arrangements PBS,21,46232
2540,2015,July,ACT,Cardiovascular System,Normal Arrangements RPBS,5074,80241
2541,2015,July,ACT,Cardiovascular System,Special Arrangements RPBS,2,1584
2542,2015,July,ACT,Dermatologicals,Normal Arrangements PBS,3354,95707
2543,2015,July,ACT,Dermatologicals,Normal Arrangements RPBS,313,9610
2544,2015,July,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,3520,234281
2545,2015,July,ACT,Genito Urinary System and Sex Hormones,Special Arrangements PBS,45,35219
2546,2015,July,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,364,18396
2547,2015,July,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,3562,130928
2548,2015,July,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,35,43175
2549,2015,July,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,178,5298
2550,2015,July,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,5931
2551,2015,July,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,16151,436449
2552,2015,July,ACT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,272,279254
